TransactionID,TransactionDate,TransactionAmount,TransactionType,AccountBalance,AccountID,CustomerAge,CustomerOccupation
16279,2024-05-14,-3027,debit,-72811,68,23,Doctor
16280,2024-05-20,-1454,debit,-74265,68,23,Doctor
16281,2024-05-31,66447,credit,-7818,68,23,Doctor
16282,2024-06-04,-5673,debit,-13491,68,23,Doctor
16283,2024-06-05,-5673,debit,-19164,68,23,Doctor
16284,2024-06-06,-5673,debit,-24837,68,23,Doctor
16285,2024-06-25,-295,debit,-25132,68,23,Doctor
16286,2024-06-03,-809,debit,-25941,68,23,Doctor
16287,2024-06-26,-1575,debit,-27516,68,23,Doctor
16288,2024-06-14,-2618,debit,-30134,68,23,Doctor
16289,2024-06-03,-2117,debit,-32251,68,23,Doctor
16290,2024-06-24,-400,debit,-32651,68,23,Doctor
16291,2024-06-14,-2759,debit,-35410,68,23,Doctor
16292,2024-06-14,-3656,debit,-39066,68,23,Doctor
16293,2024-06-19,-2723,debit,-41789,68,23,Doctor
16294,2024-06-06,-991,debit,-42780,68,23,Doctor
16295,2024-06-24,-4688,debit,-47468,68,23,Doctor
16296,2024-06-20,-4872,debit,-52340,68,23,Doctor
16297,2024-06-02,-357,debit,-52697,68,23,Doctor
16298,2024-06-02,-2589,debit,-55286,68,23,Doctor
16299,2024-06-13,-3371,debit,-58657,68,23,Doctor
16300,2024-06-12,-1356,debit,-60013,68,23,Doctor
16301,2024-06-06,-1882,debit,-61895,68,23,Doctor
16302,2024-06-23,-2002,debit,-63897,68,23,Doctor
16303,2024-06-14,-508,debit,-64405,68,23,Doctor
16304,2024-06-22,-2815,debit,-67220,68,23,Doctor
16305,2024-06-08,-617,debit,-67837,68,23,Doctor
16306,2024-06-05,-2288,debit,-70125,68,23,Doctor
16307,2024-06-23,-4588,debit,-74713,68,23,Doctor
16308,2024-06-07,-1399,debit,-76112,68,23,Doctor
16309,2024-06-06,-1458,debit,-77570,68,23,Doctor
16310,2024-06-23,-895,debit,-78465,68,23,Doctor
16311,2024-06-26,-1524,debit,-79989,68,23,Doctor
16312,2024-06-26,-4681,debit,-84670,68,23,Doctor
16313,2024-06-21,-3408,debit,-88078,68,23,Doctor
16314,2024-06-09,-1928,debit,-90006,68,23,Doctor
16315,2024-06-23,-794,debit,-90800,68,23,Doctor
16316,2024-06-08,-1931,debit,-92731,68,23,Doctor
16317,2024-06-23,-4432,debit,-97163,68,23,Doctor
16318,2024-06-08,-3482,debit,-100645,68,23,Doctor
16319,2024-06-25,-4235,debit,-104880,68,23,Doctor
16320,2024-06-22,-1545,debit,-106425,68,23,Doctor
16321,2024-01-02,63426,credit,105369,69,35,Technician
16322,2024-01-06,-3643,debit,101726,69,35,Technician
16323,2024-01-07,-3643,debit,98083,69,35,Technician
16324,2024-01-08,-3643,debit,94440,69,35,Technician
16325,2024-01-03,-1146,debit,93294,69,35,Technician
16326,2024-01-15,-2609,debit,90685,69,35,Technician
16327,2024-01-23,-2535,debit,88150,69,35,Technician
16328,2024-01-13,-1222,debit,86928,69,35,Technician
16329,2024-01-23,-4178,debit,82750,69,35,Technician
16330,2024-01-23,-2991,debit,79759,69,35,Technician
16331,2024-01-15,-1828,debit,77931,69,35,Technician
16332,2024-01-27,-419,debit,77512,69,35,Technician
16333,2024-01-25,-2027,debit,75485,69,35,Technician
16334,2024-01-16,-677,debit,74808,69,35,Technician
16335,2024-01-13,-2414,debit,72394,69,35,Technician
16336,2024-01-19,-665,debit,71729,69,35,Technician
16337,2024-01-17,-763,debit,70966,69,35,Technician
16338,2024-01-23,-2821,debit,68145,69,35,Technician
16339,2024-01-14,-3914,debit,64231,69,35,Technician
16340,2024-01-04,-2113,debit,62118,69,35,Technician
16341,2024-01-14,-2640,debit,59478,69,35,Technician
16342,2024-01-27,-1494,debit,57984,69,35,Technician
16343,2024-01-05,-4313,debit,53671,69,35,Technician
16344,2024-01-20,-381,debit,53290,69,35,Technician
16345,2024-01-25,-798,debit,52492,69,35,Technician
16346,2024-01-10,-3416,debit,49076,69,35,Technician
16347,2024-01-27,-4096,debit,44980,69,35,Technician
16348,2024-01-14,-3383,debit,41597,69,35,Technician
16349,2024-01-26,-2818,debit,38779,69,35,Technician
16350,2024-01-17,-1474,debit,37305,69,35,Technician
16351,2024-01-03,-683,debit,36622,69,35,Technician
16352,2024-01-13,-2537,debit,34085,69,35,Technician
16353,2024-01-15,-491,debit,33594,69,35,Technician
16354,2024-01-27,-451,debit,33143,69,35,Technician
16355,2024-01-29,-2009,debit,31134,69,35,Technician
16356,2024-01-22,-344,debit,30790,69,35,Technician
16357,2024-01-25,-2520,debit,28270,69,35,Technician
16358,2024-01-17,-1198,debit,27072,69,35,Technician
16359,2024-01-26,-3605,debit,23467,69,35,Technician
16360,2024-01-12,-4338,debit,19129,69,35,Technician
16361,2024-02-01,63426,credit,82555,69,35,Technician
16362,2024-02-05,-3643,debit,78912,69,35,Technician
16363,2024-02-06,-3643,debit,75269,69,35,Technician
16364,2024-02-07,-3643,debit,71626,69,35,Technician
16365,2024-02-20,-2421,debit,69205,69,35,Technician
16366,2024-02-22,-2122,debit,67083,69,35,Technician
16367,2024-02-22,-3205,debit,63878,69,35,Technician
16368,2024-02-28,-1930,debit,61948,69,35,Technician
16369,2024-02-11,-1830,debit,60118,69,35,Technician
16370,2024-02-26,-3188,debit,56930,69,35,Technician
16371,2024-02-03,-902,debit,56028,69,35,Technician
16372,2024-02-17,-1940,debit,54088,69,35,Technician
16373,2024-02-27,-2060,debit,52028,69,35,Technician
16374,2024-02-10,-1890,debit,50138,69,35,Technician
16375,2024-02-25,-2098,debit,48040,69,35,Technician
16376,2024-02-04,-753,debit,47287,69,35,Technician
16377,2024-02-27,-4974,debit,42313,69,35,Technician
16378,2024-02-17,-4305,debit,38008,69,35,Technician
16379,2024-02-15,-2222,debit,35786,69,35,Technician
16380,2024-02-24,-3563,debit,32223,69,35,Technician
16381,2024-02-08,-3476,debit,28747,69,35,Technician
16382,2024-02-03,-3778,debit,24969,69,35,Technician
16383,2024-02-09,-4533,debit,20436,69,35,Technician
16384,2024-02-05,-4308,debit,16128,69,35,Technician
16385,2024-02-16,-3944,debit,12184,69,35,Technician
16386,2024-02-08,-1940,debit,10244,69,35,Technician
16387,2024-02-15,-1694,debit,8550,69,35,Technician
16388,2024-02-03,-498,debit,8052,69,35,Technician
16389,2024-02-22,-4150,debit,3902,69,35,Technician
16390,2024-02-10,-3440,debit,462,69,35,Technician
16391,2024-02-03,-4312,debit,-3850,69,35,Technician
16392,2024-02-02,-4889,debit,-8739,69,35,Technician
16393,2024-02-04,-3404,debit,-12143,69,35,Technician
16394,2024-02-17,-1432,debit,-13575,69,35,Technician
16395,2024-02-11,-4099,debit,-17674,69,35,Technician
16396,2024-02-13,-3476,debit,-21150,69,35,Technician
16397,2024-02-19,-409,debit,-21559,69,35,Technician
16398,2024-02-16,-1326,debit,-22885,69,35,Technician
16399,2024-02-25,-4149,debit,-27034,69,35,Technician
16400,2024-02-25,-2536,debit,-29570,69,35,Technician
16401,2024-03-02,63426,credit,33856,69,35,Technician
16402,2024-03-06,-3643,debit,30213,69,35,Technician
16403,2024-03-07,-3643,debit,26570,69,35,Technician
16404,2024-03-08,-3643,debit,22927,69,35,Technician
16405,2024-03-03,-2022,debit,20905,69,35,Technician
16406,2024-03-23,-928,debit,19977,69,35,Technician
16407,2024-03-27,-538,debit,19439,69,35,Technician
16408,2024-03-08,-2962,debit,16477,69,35,Technician
16409,2024-03-05,-2716,debit,13761,69,35,Technician
16410,2024-03-13,-1144,debit,12617,69,35,Technician
16411,2024-03-03,-4327,debit,8290,69,35,Technician
16412,2024-03-20,-1056,debit,7234,69,35,Technician
16413,2024-03-24,-3280,debit,3954,69,35,Technician
16414,2024-03-17,-4909,debit,-955,69,35,Technician
16415,2024-03-19,-4655,debit,-5610,69,35,Technician
16416,2024-03-25,-1918,debit,-7528,69,35,Technician
16417,2024-03-09,-3640,debit,-11168,69,35,Technician
16418,2024-03-27,-4925,debit,-16093,69,35,Technician
16419,2024-03-08,-1271,debit,-17364,69,35,Technician
16420,2024-03-03,-2567,debit,-19931,69,35,Technician
16421,2024-03-17,-3175,debit,-23106,69,35,Technician
16422,2024-03-17,-4689,debit,-27795,69,35,Technician
16423,2024-03-23,-1487,debit,-29282,69,35,Technician
16424,2024-03-12,-1671,debit,-30953,69,35,Technician
16425,2024-03-24,-626,debit,-31579,69,35,Technician
16426,2024-03-17,-4382,debit,-35961,69,35,Technician
16427,2024-03-29,-850,debit,-36811,69,35,Technician
16428,2024-03-12,-788,debit,-37599,69,35,Technician
16429,2024-03-15,-1994,debit,-39593,69,35,Technician
16430,2024-03-16,-1296,debit,-40889,69,35,Technician
16431,2024-03-17,-2406,debit,-43295,69,35,Technician
16432,2024-03-22,-2155,debit,-45450,69,35,Technician
16433,2024-03-13,-1297,debit,-46747,69,35,Technician
16434,2024-03-08,-262,debit,-47009,69,35,Technician
16435,2024-03-09,-958,debit,-47967,69,35,Technician
16436,2024-03-29,-2565,debit,-50532,69,35,Technician
16437,2024-03-08,-4801,debit,-55333,69,35,Technician
16438,2024-03-21,-3580,debit,-58913,69,35,Technician
16439,2024-03-21,-320,debit,-59233,69,35,Technician
16440,2024-03-05,-4027,debit,-63260,69,35,Technician
16441,2024-04-01,63426,credit,166,69,35,Technician
16442,2024-04-05,-3643,debit,-3477,69,35,Technician
16443,2024-04-06,-3643,debit,-7120,69,35,Technician
16444,2024-04-07,-3643,debit,-10763,69,35,Technician
16445,2024-04-21,-1195,debit,-11958,69,35,Technician
16446,2024-04-22,-3685,debit,-15643,69,35,Technician
16447,2024-04-08,-3171,debit,-18814,69,35,Technician
16448,2024-04-13,-1637,debit,-20451,69,35,Technician
16449,2024-04-04,-2631,debit,-23082,69,35,Technician
16450,2024-04-15,-512,debit,-23594,69,35,Technician
16451,2024-04-09,-3605,debit,-27199,69,35,Technician
16452,2024-04-25,-3331,debit,-30530,69,35,Technician
16453,2024-04-04,-4510,debit,-35040,69,35,Technician
16454,2024-04-04,-2507,debit,-37547,69,35,Technician
16455,2024-04-22,-1887,debit,-39434,69,35,Technician
16456,2024-04-25,-4335,debit,-43769,69,35,Technician
16457,2024-04-21,-4191,debit,-47960,69,35,Technician
16458,2024-04-07,-3994,debit,-51954,69,35,Technician
16459,2024-04-15,-2338,debit,-54292,69,35,Technician
16460,2024-04-15,-4058,debit,-58350,69,35,Technician
16461,2024-04-13,-649,debit,-58999,69,35,Technician
16462,2024-04-14,-3781,debit,-62780,69,35,Technician
16463,2024-04-05,-1968,debit,-64748,69,35,Technician
16464,2024-04-04,-2655,debit,-67403,69,35,Technician
16465,2024-04-28,-2765,debit,-70168,69,35,Technician
16466,2024-04-10,-3713,debit,-73881,69,35,Technician
16467,2024-04-08,-1190,debit,-75071,69,35,Technician
16468,2024-04-14,-4080,debit,-79151,69,35,Technician
16469,2024-04-17,-4364,debit,-83515,69,35,Technician
16470,2024-04-21,-3339,debit,-86854,69,35,Technician
16471,2024-04-14,-2191,debit,-89045,69,35,Technician
16472,2024-04-23,-3391,debit,-92436,69,35,Technician
16473,2024-04-07,-3850,debit,-96286,69,35,Technician
16474,2024-04-16,-2443,debit,-98729,69,35,Technician
16475,2024-04-21,-3199,debit,-101928,69,35,Technician
16476,2024-04-04,-4716,debit,-106644,69,35,Technician
16477,2024-04-07,-773,debit,-107417,69,35,Technician
16478,2024-04-16,-2215,debit,-109632,69,35,Technician
16479,2024-04-10,-4854,debit,-114486,69,35,Technician
16480,2024-04-18,-1013,debit,-115499,69,35,Technician
16481,2024-05-01,63426,credit,-52073,69,35,Technician
16482,2024-05-05,-3643,debit,-55716,69,35,Technician
16483,2024-05-06,-3643,debit,-59359,69,35,Technician
16484,2024-05-07,-3643,debit,-63002,69,35,Technician
16485,2024-05-26,-1959,debit,-64961,69,35,Technician
16486,2024-05-06,-3764,debit,-68725,69,35,Technician
16487,2024-05-27,-4089,debit,-72814,69,35,Technician
16488,2024-05-24,-1106,debit,-73920,69,35,Technician
16489,2024-05-20,-545,debit,-74465,69,35,Technician
16490,2024-05-10,-3313,debit,-77778,69,35,Technician
16491,2024-05-28,-4191,debit,-81969,69,35,Technician
16492,2024-05-18,-3725,debit,-85694,69,35,Technician
16493,2024-05-17,-4447,debit,-90141,69,35,Technician
16494,2024-05-24,-2903,debit,-93044,69,35,Technician
16495,2024-05-22,-2569,debit,-95613,69,35,Technician
16496,2024-05-26,-1557,debit,-97170,69,35,Technician
16497,2024-05-20,-461,debit,-97631,69,35,Technician
16498,2024-05-15,-4534,debit,-102165,69,35,Technician
16499,2024-05-14,-4501,debit,-106666,69,35,Technician
16500,2024-05-13,-4647,debit,-111313,69,35,Technician
16501,2024-05-17,-2637,debit,-113950,69,35,Technician
16502,2024-05-13,-4094,debit,-118044,69,35,Technician
16503,2024-05-28,-3898,debit,-121942,69,35,Technician
16504,2024-05-16,-4965,debit,-126907,69,35,Technician
16505,2024-05-26,-3908,debit,-130815,69,35,Technician
16506,2024-05-09,-718,debit,-131533,69,35,Technician
16507,2024-05-22,-2160,debit,-133693,69,35,Technician
16508,2024-05-17,-3186,debit,-136879,69,35,Technician
16509,2024-05-22,-2895,debit,-139774,69,35,Technician
16510,2024-05-09,-273,debit,-140047,69,35,Technician
16511,2024-05-23,-3444,debit,-143491,69,35,Technician
16512,2024-05-20,-4511,debit,-148002,69,35,Technician
16513,2024-05-09,-3692,debit,-151694,69,35,Technician
16514,2024-05-08,-990,debit,-152684,69,35,Technician
16515,2024-05-28,-1600,debit,-154284,69,35,Technician
16516,2024-05-22,-549,debit,-154833,69,35,Technician
16517,2024-05-28,-4597,debit,-159430,69,35,Technician
16518,2024-05-03,-1707,debit,-161137,69,35,Technician
16519,2024-05-27,-3924,debit,-165061,69,35,Technician
16520,2024-05-18,-1229,debit,-166290,69,35,Technician
16521,2024-05-31,63426,credit,-102864,69,35,Technician
16522,2024-06-04,-3643,debit,-106507,69,35,Technician
16523,2024-06-05,-3643,debit,-110150,69,35,Technician
16524,2024-06-06,-3643,debit,-113793,69,35,Technician
16525,2024-06-20,-2935,debit,-116728,69,35,Technician
16526,2024-06-15,-3788,debit,-120516,69,35,Technician
16527,2024-06-14,-1297,debit,-121813,69,35,Technician
16528,2024-06-07,-800,debit,-122613,69,35,Technician
16529,2024-06-05,-3645,debit,-126258,69,35,Technician
16530,2024-06-03,-3782,debit,-130040,69,35,Technician
16531,2024-06-10,-2809,debit,-132849,69,35,Technician
16532,2024-06-10,-4941,debit,-137790,69,35,Technician
16533,2024-06-18,-1420,debit,-139210,69,35,Technician
16534,2024-06-26,-2061,debit,-141271,69,35,Technician
16535,2024-06-05,-4160,debit,-145431,69,35,Technician
16536,2024-06-09,-1464,debit,-146895,69,35,Technician
16537,2024-06-26,-391,debit,-147286,69,35,Technician
16538,2024-06-26,-4055,debit,-151341,69,35,Technician
16539,2024-06-22,-4539,debit,-155880,69,35,Technician
16540,2024-06-04,-4163,debit,-160043,69,35,Technician
16541,2024-06-03,-625,debit,-160668,69,35,Technician
16542,2024-06-03,-4436,debit,-165104,69,35,Technician
16543,2024-06-17,-4884,debit,-169988,69,35,Technician
16544,2024-06-21,-2394,debit,-172382,69,35,Technician
16545,2024-06-05,-2450,debit,-174832,69,35,Technician
16546,2024-06-01,-2866,debit,-177698,69,35,Technician
16547,2024-06-10,-4911,debit,-182609,69,35,Technician
16548,2024-06-05,-828,debit,-183437,69,35,Technician
16549,2024-06-27,-3797,debit,-187234,69,35,Technician
16550,2024-06-12,-2495,debit,-189729,69,35,Technician
16551,2024-06-13,-4734,debit,-194463,69,35,Technician
16552,2024-06-24,-2209,debit,-196672,69,35,Technician
16553,2024-06-27,-4570,debit,-201242,69,35,Technician
16554,2024-06-13,-3331,debit,-204573,69,35,Technician
16555,2024-06-26,-961,debit,-205534,69,35,Technician
16556,2024-06-09,-4726,debit,-210260,69,35,Technician
16557,2024-06-21,-2034,debit,-212294,69,35,Technician
16558,2024-06-16,-2650,debit,-214944,69,35,Technician
16559,2024-06-26,-1352,debit,-216296,69,35,Technician
16560,2024-06-11,-4965,debit,-221261,69,35,Technician
16561,2024-01-02,69978,credit,126639,70,24,Doctor
16562,2024-01-06,-42032,debit,84607,70,24,Doctor
16563,2024-01-07,-42032,debit,42575,70,24,Doctor
16564,2024-01-08,-42032,debit,543,70,24,Doctor
16565,2024-01-14,-1033,debit,-490,70,24,Doctor
16566,2024-01-16,-4504,debit,-4994,70,24,Doctor
16567,2024-01-28,-503,debit,-5497,70,24,Doctor
16568,2024-01-14,-1928,debit,-7425,70,24,Doctor
16569,2024-01-14,-377,debit,-7802,70,24,Doctor
16570,2024-01-18,-1016,debit,-8818,70,24,Doctor
16571,2024-01-04,-3034,debit,-11852,70,24,Doctor
16572,2024-01-18,-2798,debit,-14650,70,24,Doctor
16573,2024-01-18,-2726,debit,-17376,70,24,Doctor
16574,2024-01-07,-1204,debit,-18580,70,24,Doctor
16575,2024-01-18,-2810,debit,-21390,70,24,Doctor
16576,2024-01-19,-4993,debit,-26383,70,24,Doctor
16577,2024-01-15,-2828,debit,-29211,70,24,Doctor
16578,2024-01-18,-225,debit,-29436,70,24,Doctor
16579,2024-01-22,-4859,debit,-34295,70,24,Doctor
16580,2024-01-16,-4503,debit,-38798,70,24,Doctor
16581,2024-01-17,-1707,debit,-40505,70,24,Doctor
16582,2024-01-24,-2497,debit,-43002,70,24,Doctor
16583,2024-01-24,-4410,debit,-47412,70,24,Doctor
16584,2024-01-15,-2367,debit,-49779,70,24,Doctor
16585,2024-01-05,-3710,debit,-53489,70,24,Doctor
16586,2024-01-27,-2922,debit,-56411,70,24,Doctor
16587,2024-01-19,-4380,debit,-60791,70,24,Doctor
16588,2024-01-09,-4120,debit,-64911,70,24,Doctor
16589,2024-01-13,-2971,debit,-67882,70,24,Doctor
16590,2024-01-17,-1640,debit,-69522,70,24,Doctor
16591,2024-01-03,-4262,debit,-73784,70,24,Doctor
16592,2024-01-09,-4037,debit,-77821,70,24,Doctor
16593,2024-01-13,-4000,debit,-81821,70,24,Doctor
16594,2024-01-27,-4069,debit,-85890,70,24,Doctor
16595,2024-01-24,-3171,debit,-89061,70,24,Doctor
16596,2024-01-07,-1543,debit,-90604,70,24,Doctor
16597,2024-01-12,-4376,debit,-94980,70,24,Doctor
16598,2024-01-18,-2452,debit,-97432,70,24,Doctor
16599,2024-01-23,-3879,debit,-101311,70,24,Doctor
16600,2024-01-20,-4204,debit,-105515,70,24,Doctor
16601,2024-02-01,69978,credit,-35537,70,24,Doctor
16602,2024-02-05,-42032,debit,-77569,70,24,Doctor
16603,2024-02-06,-42032,debit,-119601,70,24,Doctor
16604,2024-02-07,-42032,debit,-161633,70,24,Doctor
16605,2024-02-15,-1431,debit,-163064,70,24,Doctor
16606,2024-02-24,-688,debit,-163752,70,24,Doctor
16607,2024-02-13,-3526,debit,-167278,70,24,Doctor
16608,2024-02-09,-4323,debit,-171601,70,24,Doctor
16609,2024-02-14,-4961,debit,-176562,70,24,Doctor
16610,2024-02-13,-3659,debit,-180221,70,24,Doctor
16611,2024-02-12,-2263,debit,-182484,70,24,Doctor
16612,2024-02-06,-2702,debit,-185186,70,24,Doctor
16613,2024-02-23,-2478,debit,-187664,70,24,Doctor
16614,2024-02-08,-640,debit,-188304,70,24,Doctor
16615,2024-02-17,-4580,debit,-192884,70,24,Doctor
16616,2024-02-18,-2538,debit,-195422,70,24,Doctor
16617,2024-02-19,-3173,debit,-198595,70,24,Doctor
16618,2024-02-20,-4813,debit,-203408,70,24,Doctor
16619,2024-02-18,-2536,debit,-205944,70,24,Doctor
16620,2024-02-24,-2188,debit,-208132,70,24,Doctor
16621,2024-02-28,-4206,debit,-212338,70,24,Doctor
16622,2024-02-20,-2498,debit,-214836,70,24,Doctor
16623,2024-02-06,-2358,debit,-217194,70,24,Doctor
16624,2024-02-03,-3864,debit,-221058,70,24,Doctor
16625,2024-02-06,-4598,debit,-225656,70,24,Doctor
16626,2024-02-07,-3671,debit,-229327,70,24,Doctor
16627,2024-02-07,-781,debit,-230108,70,24,Doctor
16628,2024-02-16,-3272,debit,-233380,70,24,Doctor
16629,2024-02-13,-2657,debit,-236037,70,24,Doctor
16630,2024-02-14,-2192,debit,-238229,70,24,Doctor
16631,2024-02-12,-4840,debit,-243069,70,24,Doctor
16632,2024-02-23,-834,debit,-243903,70,24,Doctor
16633,2024-02-21,-725,debit,-244628,70,24,Doctor
16634,2024-02-02,-3107,debit,-247735,70,24,Doctor
16635,2024-02-03,-1386,debit,-249121,70,24,Doctor
16636,2024-02-07,-4189,debit,-253310,70,24,Doctor
16637,2024-02-27,-3078,debit,-256388,70,24,Doctor
16638,2024-02-17,-4488,debit,-260876,70,24,Doctor
16639,2024-02-03,-4192,debit,-265068,70,24,Doctor
16640,2024-02-17,-4331,debit,-269399,70,24,Doctor
16641,2024-03-02,69978,credit,-199421,70,24,Doctor
16642,2024-03-06,-42032,debit,-241453,70,24,Doctor
16643,2024-03-07,-42032,debit,-283485,70,24,Doctor
16644,2024-03-08,-42032,debit,-325517,70,24,Doctor
16645,2024-03-05,-985,debit,-326502,70,24,Doctor
16646,2024-03-26,-812,debit,-327314,70,24,Doctor
16647,2024-03-05,-2186,debit,-329500,70,24,Doctor
16648,2024-03-23,-959,debit,-330459,70,24,Doctor
16649,2024-03-22,-2104,debit,-332563,70,24,Doctor
16650,2024-03-10,-1202,debit,-333765,70,24,Doctor
16651,2024-03-11,-1988,debit,-335753,70,24,Doctor
16652,2024-03-16,-232,debit,-335985,70,24,Doctor
16653,2024-03-08,-1723,debit,-337708,70,24,Doctor
16654,2024-03-19,-4532,debit,-342240,70,24,Doctor
16655,2024-03-14,-2918,debit,-345158,70,24,Doctor
16656,2024-03-17,-3638,debit,-348796,70,24,Doctor
16657,2024-03-13,-4686,debit,-353482,70,24,Doctor
16658,2024-03-18,-2968,debit,-356450,70,24,Doctor
16659,2024-03-19,-1832,debit,-358282,70,24,Doctor
16660,2024-03-20,-2300,debit,-360582,70,24,Doctor
16661,2024-03-13,-3286,debit,-363868,70,24,Doctor
16662,2024-03-16,-349,debit,-364217,70,24,Doctor
16663,2024-03-26,-1765,debit,-365982,70,24,Doctor
16664,2024-03-11,-2840,debit,-368822,70,24,Doctor
16665,2024-03-17,-4974,debit,-373796,70,24,Doctor
16666,2024-03-13,-4594,debit,-378390,70,24,Doctor
16667,2024-03-03,-4251,debit,-382641,70,24,Doctor
16668,2024-03-11,-850,debit,-383491,70,24,Doctor
16669,2024-03-08,-3888,debit,-387379,70,24,Doctor
16670,2024-03-11,-3658,debit,-391037,70,24,Doctor
16671,2024-03-05,-1325,debit,-392362,70,24,Doctor
16672,2024-03-28,-1209,debit,-393571,70,24,Doctor
16673,2024-03-08,-3838,debit,-397409,70,24,Doctor
16674,2024-03-29,-587,debit,-397996,70,24,Doctor
16675,2024-03-24,-3399,debit,-401395,70,24,Doctor
16676,2024-03-17,-4583,debit,-405978,70,24,Doctor
16677,2024-03-03,-3690,debit,-409668,70,24,Doctor
16678,2024-03-25,-4783,debit,-414451,70,24,Doctor
16679,2024-03-05,-366,debit,-414817,70,24,Doctor
16680,2024-03-22,-3977,debit,-418794,70,24,Doctor
16681,2024-04-01,69978,credit,-348816,70,24,Doctor
16682,2024-04-05,-42032,debit,-390848,70,24,Doctor
16683,2024-04-06,-42032,debit,-432880,70,24,Doctor
16684,2024-04-07,-42032,debit,-474912,70,24,Doctor
16685,2024-04-17,-2679,debit,-477591,70,24,Doctor
16686,2024-04-20,-3644,debit,-481235,70,24,Doctor
16687,2024-04-23,-2762,debit,-483997,70,24,Doctor
16688,2024-04-24,-4366,debit,-488363,70,24,Doctor
16689,2024-04-07,-1917,debit,-490280,70,24,Doctor
16690,2024-04-25,-2356,debit,-492636,70,24,Doctor
16691,2024-04-23,-731,debit,-493367,70,24,Doctor
16692,2024-04-07,-1490,debit,-494857,70,24,Doctor
16693,2024-04-11,-307,debit,-495164,70,24,Doctor
16694,2024-04-13,-1443,debit,-496607,70,24,Doctor
16695,2024-04-27,-3068,debit,-499675,70,24,Doctor
16696,2024-04-02,-4151,debit,-503826,70,24,Doctor
16697,2024-04-28,-1737,debit,-505563,70,24,Doctor
16698,2024-04-26,-2711,debit,-508274,70,24,Doctor
16699,2024-04-02,-3400,debit,-511674,70,24,Doctor
16700,2024-04-11,-1529,debit,-513203,70,24,Doctor
16701,2024-04-14,-3321,debit,-516524,70,24,Doctor
16702,2024-04-19,-2256,debit,-518780,70,24,Doctor
16703,2024-04-23,-2643,debit,-521423,70,24,Doctor
16704,2024-04-04,-2075,debit,-523498,70,24,Doctor
16705,2024-04-07,-3822,debit,-527320,70,24,Doctor
16706,2024-04-19,-3061,debit,-530381,70,24,Doctor
16707,2024-04-02,-2460,debit,-532841,70,24,Doctor
16708,2024-04-21,-3203,debit,-536044,70,24,Doctor
16709,2024-04-07,-2580,debit,-538624,70,24,Doctor
16710,2024-04-15,-3331,debit,-541955,70,24,Doctor
16711,2024-04-09,-3320,debit,-545275,70,24,Doctor
16712,2024-04-21,-3385,debit,-548660,70,24,Doctor
16713,2024-04-15,-4324,debit,-552984,70,24,Doctor
16714,2024-04-04,-4462,debit,-557446,70,24,Doctor
16715,2024-04-19,-2235,debit,-559681,70,24,Doctor
16716,2024-04-08,-1975,debit,-561656,70,24,Doctor
16717,2024-04-03,-3515,debit,-565171,70,24,Doctor
16718,2024-04-06,-3362,debit,-568533,70,24,Doctor
16719,2024-04-10,-4741,debit,-573274,70,24,Doctor
16720,2024-04-15,-1207,debit,-574481,70,24,Doctor
16721,2024-05-01,69978,credit,-504503,70,24,Doctor
16722,2024-05-05,-42032,debit,-546535,70,24,Doctor
16723,2024-05-06,-42032,debit,-588567,70,24,Doctor
16724,2024-05-07,-42032,debit,-630599,70,24,Doctor
16725,2024-05-05,-3500,debit,-634099,70,24,Doctor
16726,2024-05-21,-3627,debit,-637726,70,24,Doctor
16727,2024-05-07,-1409,debit,-639135,70,24,Doctor
16728,2024-05-07,-3993,debit,-643128,70,24,Doctor
16729,2024-05-19,-1790,debit,-644918,70,24,Doctor
16730,2024-05-09,-4218,debit,-649136,70,24,Doctor
16731,2024-05-24,-1486,debit,-650622,70,24,Doctor
16732,2024-05-14,-516,debit,-651138,70,24,Doctor
16733,2024-05-25,-2678,debit,-653816,70,24,Doctor
16734,2024-05-17,-1286,debit,-655102,70,24,Doctor
16735,2024-05-15,-4346,debit,-659448,70,24,Doctor
16736,2024-05-24,-1495,debit,-660943,70,24,Doctor
16737,2024-05-16,-313,debit,-661256,70,24,Doctor
16738,2024-05-04,-890,debit,-662146,70,24,Doctor
16739,2024-05-23,-2831,debit,-664977,70,24,Doctor
16740,2024-05-17,-1850,debit,-666827,70,24,Doctor
16741,2024-05-15,-1056,debit,-667883,70,24,Doctor
16742,2024-05-22,-1851,debit,-669734,70,24,Doctor
16743,2024-05-02,-4203,debit,-673937,70,24,Doctor
16744,2024-05-12,-4858,debit,-678795,70,24,Doctor
16745,2024-05-15,-1703,debit,-680498,70,24,Doctor
16746,2024-05-23,-200,debit,-680698,70,24,Doctor
16747,2024-05-03,-3901,debit,-684599,70,24,Doctor
16748,2024-05-22,-3141,debit,-687740,70,24,Doctor
16749,2024-05-16,-3895,debit,-691635,70,24,Doctor
16750,2024-05-28,-2507,debit,-694142,70,24,Doctor
16751,2024-05-12,-1685,debit,-695827,70,24,Doctor
16752,2024-05-09,-1277,debit,-697104,70,24,Doctor
16753,2024-05-08,-4483,debit,-701587,70,24,Doctor
16754,2024-05-24,-1382,debit,-702969,70,24,Doctor
16755,2024-05-03,-4538,debit,-707507,70,24,Doctor
16756,2024-05-28,-755,debit,-708262,70,24,Doctor
